device_id,device_name,asset_criticality,sensitivity_score,asset_type,business_unit,os_family,is_internet_exposed,patch_level,days_since_last_patch,nb_vulnerabilities,is_domain_controller,network_zone,last_incident_days_ago,owner_team,account_id,user_name,user_criticality,user_role,department,is_privileged,last_login_days,account_status,MFA_enabled,nb_failed_logins_7d,login_country_mismatch
2617.0,OFFICE-PC-3291,MEDIUM,48,Laptop,Risk,Windows,0.0,Minor-lag,70.0,11.0,0.0,CORP,25.0,IT-OPS,,,,,,,,,,,
85967.0,ADMIN-SRV-4441,MEDIUM,37,Laptop,Trading,Windows,0.0,Minor-lag,81.0,9.0,0.0,CORP,200.0,Business,,,,,,,,,,,
10367.0,TEST-TEST-1752,LOW,18,Server,Finance,Windows,1.0,Minor-lag,45.0,20.0,0.0,CORP,260.0,IT-OPS,,,,,,,,,,,
78124.0,TRADE-SRV-5592,HIGH,76,Workstation,IT,Windows,0.0,Minor-lag,40.0,10.0,0.0,CORP,97.0,SOC,,,,,,,,,,,
72921.0,CORE-SQL-6814,CRITICAL,86,Laptop,Finance,Windows,0.0,Up-to-date,15.0,2.0,0.0,ISOLATED,56.0,IT-OPS,,,,,,,,,,,
55.0,PROD-SQL-033,CRITICAL,81,Workstation,Risk,Windows,0.0,Up-to-date,18.0,0.0,0.0,ISOLATED,34.0,DevOps,,,,,,,,,,,
98607.0,ADMIN-SRV-1597,MEDIUM,44,Workstation,Risk,Windows,0.0,Minor-lag,53.0,10.0,0.0,CORP,58.0,DevOps,,,,,,,,,,,
66752.0,OFFICE-WS-5481,MEDIUM,48,Laptop,IT,Windows,0.0,Minor-lag,67.0,18.0,0.0,CORP,174.0,Business,,,,,,,,,,,
56251.0,ADMIN-PC-7477,MEDIUM,42,Workstation,IT,Windows,1.0,Minor-lag,38.0,10.0,0.0,DMZ,208.0,DevOps,,,,,,,,,,,
66651.0,OFFICE-PC-1482,MEDIUM,36,Workstation,Finance,Linux,0.0,Minor-lag,56.0,9.0,0.0,CORP,38.0,DevOps,,,,,,,,,,,
50959.0,CORE-SRV-3806,HIGH,73,Domain Controller,Risk,Linux,0.0,Up-to-date,12.0,9.0,0.0,CORP,57.0,Business,,,,,,,,,,,
18906.0,CORE-SRV-5210,HIGH,68,Server,Risk,MacOS,0.0,Up-to-date,17.0,7.0,0.0,CORP,73.0,IT-OPS,,,,,,,,,,,
53145.0,DEPT-PC-4391,MEDIUM,40,Server,Risk,Windows,0.0,Critical-lag,103.0,8.0,0.0,ISOLATED,26.0,Business,,,,,,,,,,,
419.0,TRADE-SRV-768,HIGH,61,Laptop,Risk,Linux,0.0,Up-to-date,8.0,6.0,0.0,CORP,505.0,IT-OPS,,,,,,,,,,,
3860.0,BANK-SRV-9205,HIGH,78,Domain Controller,Trading,Linux,0.0,Up-to-date,9.0,6.0,0.0,ISOLATED,4.0,DevOps,,,,,,,,,,,
1457.0,LAB-GUEST-734,LOW,9,Server,Risk,Windows,0.0,Minor-lag,58.0,23.0,0.0,ISOLATED,334.0,Business,,,,,,,,,,,
24668.0,CORE-SQL-5444,HIGH,72,Workstation,Risk,Windows,0.0,Up-to-date,22.0,6.0,0.0,CORP,46.0,DevOps,,,,,,,,,,,
54902.0,CORE-SQL-7030,CRITICAL,85,Laptop,Finance,Windows,0.0,Minor-lag,30.0,1.0,0.0,ISOLATED,11.0,DevOps,,,,,,,,,,,
876.0,TRADE-WEB-6201,HIGH,72,Server,Finance,Windows,1.0,Up-to-date,12.0,7.0,0.0,DMZ,144.0,SOC,,,,,,,,,,,
198.0,OFFICE-PC-2517,MEDIUM,39,Workstation,IT,Windows,1.0,Up-to-date,18.0,10.0,0.0,DMZ,230.0,SOC,,,,,,,,,,,
31968.0,ADMIN-PC-1825,MEDIUM,38,Laptop,Trading,Windows,0.0,Minor-lag,67.0,9.0,0.0,CORP,97.0,SOC,,,,,,,,,,,
67085.0,TEST-VM-5392,LOW,11,Server,Trading,Windows,0.0,Critical-lag,103.0,22.0,0.0,CORP,217.0,DevOps,,,,,,,,,,,
80485.0,OFFICE-WS-4302,MEDIUM,36,Workstation,IT,Linux,0.0,Minor-lag,42.0,7.0,0.0,CORP,248.0,Business,,,,,,,,,,,
37933.0,CORE-WEB-7223,HIGH,79,Laptop,Risk,Linux,0.0,Up-to-date,27.0,7.0,0.0,CORP,85.0,SOC,,,,,,,,,,,
61196.0,DEPT-WS-4979,MEDIUM,45,Server,Finance,MacOS,0.0,Minor-lag,78.0,16.0,0.0,CORP,17.0,DevOps,,,,,,,,,,,
49701.0,ADMIN-SRV-3685,MEDIUM,31,Server,IT,Windows,0.0,Minor-lag,40.0,8.0,0.0,CORP,51.0,Business,,,,,,,,,,,
63524.0,LAB-WS-5174,LOW,13,Workstation,IT,Windows,1.0,Critical-lag,117.0,26.0,0.0,DMZ,10.0,IT-OPS,,,,,,,,,,,
55097.0,DEPT-WS-9326,MEDIUM,30,Server,IT,Windows,1.0,Minor-lag,59.0,13.0,0.0,DMZ,15.0,SOC,,,,,,,,,,,
17740.0,CORE-DC-2485,CRITICAL,91,Server,Trading,Windows,0.0,Up-to-date,12.0,0.0,0.0,ISOLATED,39.0,IT-OPS,,,,,,,,,,,
47250.0,DEPT-WS-551,MEDIUM,39,Domain Controller,Finance,Windows,0.0,Minor-lag,66.0,14.0,0.0,ISOLATED,406.0,SOC,,,,,,,,,,,
43199.0,CORE-APP-2213,HIGH,76,Workstation,Trading,Windows,0.0,Minor-lag,33.0,6.0,0.0,ISOLATED,178.0,IT-OPS,,,,,,,,,,,
61293.0,PROD-EXCH-2082,CRITICAL,97,Server,Finance,Linux,0.0,Up-to-date,22.0,0.0,0.0,ISOLATED,25.0,Business,,,,,,,,,,,
82077.0,DEMO-GUEST-9327,LOW,23,Workstation,Risk,Windows,0.0,Critical-lag,120.0,23.0,0.0,CORP,316.0,Business,,,,,,,,,,,
17167.0,CORE-SQL-452,HIGH,68,Workstation,Finance,Windows,0.0,Minor-lag,37.0,7.0,0.0,CORP,202.0,SOC,,,,,,,,,,,
46558.0,CORE-SQL-296,HIGH,76,Laptop,IT,Windows,0.0,Up-to-date,23.0,1.0,0.0,CORP,36.0,SOC,,,,,,,,,,,
31.0,CORE-DC-901,CRITICAL,99,Workstation,Risk,Windows,1.0,Up-to-date,16.0,0.0,1.0,CORP,11.0,SOC,,,,,,,,,,,
38284.0,PROD-DC-9996,CRITICAL,94,Server,Finance,Windows,0.0,Up-to-date,16.0,2.0,0.0,CORP,72.0,IT-OPS,,,,,,,,,,,
78280.0,DEMO-VM-4003,LOW,9,Workstation,Trading,Windows,0.0,Minor-lag,34.0,20.0,0.0,CORP,14.0,DevOps,,,,,,,,,,,
86669.0,VAULT-EXCH-5408,CRITICAL,82,Server,Finance,Linux,0.0,Up-to-date,17.0,5.0,0.0,CORP,162.0,SOC,,,,,,,,,,,
3549.0,DEPT-PC-3716,MEDIUM,47,Server,Finance,MacOS,0.0,Minor-lag,66.0,10.0,0.0,CORP,288.0,SOC,,,,,,,,,,,
45529.0,OFFICE-PC-672,MEDIUM,42,Workstation,IT,Linux,0.0,Critical-lag,94.0,9.0,0.0,CORP,89.0,Business,,,,,,,,,,,
59331.0,LAB-TEST-9786,LOW,7,Laptop,Trading,Windows,0.0,Up-to-date,0.0,21.0,0.0,CORP,178.0,IT-OPS,,,,,,,,,,,
8138.0,TEST-GUEST-9788,LOW,24,Domain Controller,Risk,Windows,1.0,Critical-lag,208.0,24.0,0.0,DMZ,98.0,SOC,,,,,,,,,,,
2361.0,DEV-TEST-3913,LOW,13,Laptop,IT,Windows,0.0,Critical-lag,137.0,33.0,0.0,CORP,158.0,SOC,,,,,,,,,,,
64.0,DEV-WS-789,LOW,5,Laptop,Finance,Windows,0.0,Critical-lag,133.0,24.0,0.0,CORP,156.0,SOC,,,,,,,,,,,
113.0,PROD-AD-7095,CRITICAL,83,Server,IT,Windows,0.0,Up-to-date,14.0,2.0,0.0,ISOLATED,356.0,IT-OPS,,,,,,,,,,,
3445.0,BANK-SQL-2215,HIGH,77,Workstation,Finance,Linux,0.0,Up-to-date,17.0,7.0,0.0,CORP,45.0,IT-OPS,,,,,,,,,,,
11573.0,CORE-AD-6616,CRITICAL,99,Workstation,Finance,Windows,1.0,Up-to-date,14.0,2.0,0.0,DMZ,148.0,IT-OPS,,,,,,,,,,,
81072.0,TEST-VM-688,LOW,15,Workstation,Finance,Linux,0.0,Up-to-date,0.0,14.0,0.0,CORP,215.0,IT-OPS,,,,,,,,,,,
97467.0,BANK-SQL-5251,HIGH,67,Laptop,Trading,Windows,0.0,Up-to-date,21.0,2.0,0.0,CORP,76.0,DevOps,,,,,,,,,,,
93606.0,DEPT-PC-1151,MEDIUM,33,Workstation,IT,Windows,0.0,Critical-lag,109.0,12.0,0.0,CORP,692.0,Business,,,,,,,,,,,
77000.0,ADMIN-SRV-8275,MEDIUM,47,Workstation,IT,Windows,1.0,Minor-lag,45.0,13.0,0.0,DMZ,457.0,SOC,,,,,,,,,,,
89290.0,TEST-WS-852,LOW,5,Server,IT,Windows,1.0,Critical-lag,104.0,20.0,0.0,DMZ,246.0,Business,,,,,,,,,,,
62554.0,LAB-WS-1926,LOW,7,Server,Risk,Windows,0.0,Critical-lag,139.0,23.0,0.0,CORP,150.0,SOC,,,,,,,,,,,
240.0,VAULT-EXCH-2780,CRITICAL,83,Workstation,Trading,Windows,0.0,Up-to-date,8.0,1.0,1.0,ISOLATED,215.0,Business,,,,,,,,,,,
18057.0,TEST-WS-5844,LOW,24,Domain Controller,IT,Windows,0.0,Critical-lag,133.0,22.0,0.0,CORP,311.0,Business,,,,,,,,,,,
19.0,DEPT-SRV-4532,MEDIUM,43,Laptop,Trading,Windows,0.0,Minor-lag,32.0,8.0,0.0,CORP,338.0,DevOps,,,,,,,,,,,
238.0,TEST-TEST-792,LOW,5,Workstation,Finance,Windows,0.0,Critical-lag,126.0,20.0,0.0,CORP,572.0,Business,,,,,,,,,,,
132.0,TEST-VM-1088,LOW,17,Domain Controller,IT,Windows,0.0,Critical-lag,106.0,22.0,0.0,CORP,172.0,SOC,,,,,,,,,,,
195.0,DEPT-SRV-446,MEDIUM,36,Workstation,Trading,Linux,1.0,Up-to-date,25.0,11.0,0.0,DMZ,426.0,DevOps,,,,,,,,,,,
182.0,ADMIN-WS-1081,MEDIUM,39,Server,IT,MacOS,0.0,Up-to-date,26.0,10.0,0.0,CORP,115.0,DevOps,,,,,,,,,,,
52559.0,DEMO-TEST-8891,LOW,16,Server,Risk,Windows,0.0,Critical-lag,206.0,29.0,0.0,CORP,329.0,IT-OPS,,,,,,,,,,,
427.0,DEMO-VM-1395,LOW,21,Server,Trading,Windows,0.0,Minor-lag,84.0,20.0,0.0,CORP,504.0,IT-OPS,,,,,,,,,,,
7017.0,DEV-TEST-8745,LOW,20,Workstation,Trading,Windows,0.0,Critical-lag,138.0,20.0,0.0,CORP,84.0,Business,,,,,,,,,,,
425.0,CORE-APP-3161,HIGH,74,Server,Trading,MacOS,0.0,Up-to-date,25.0,6.0,0.0,CORP,266.0,IT-OPS,,,,,,,,,,,
166.0,LAB-TEST-4842,LOW,11,Workstation,Trading,Windows,0.0,Up-to-date,15.0,20.0,0.0,CORP,131.0,DevOps,,,,,,,,,,,
365.0,DEV-TEST-3657,LOW,21,Workstation,IT,Windows,0.0,Critical-lag,119.0,25.0,0.0,CORP,346.0,Business,,,,,,,,,,,
165.0,LAB-GUEST-2126,LOW,23,Laptop,Risk,Linux,0.0,Critical-lag,124.0,21.0,0.0,CORP,347.0,Business,,,,,,,,,,,
199.0,DEV-WS-3909,LOW,17,Workstation,Finance,Windows,0.0,Critical-lag,125.0,31.0,0.0,CORP,579.0,DevOps,,,,,,,,,,,
216.0,DEV-GUEST-4877,LOW,22,Workstation,Finance,Windows,1.0,Critical-lag,112.0,27.0,0.0,DMZ,276.0,SOC,,,,,,,,,,,
354.0,OFFICE-SRV-1596,MEDIUM,32,Laptop,Finance,Windows,0.0,Critical-lag,94.0,12.0,0.0,CORP,600.0,SOC,,,,,,,,,,,
298.0,OFFICE-WS-6552,MEDIUM,49,Workstation,Finance,Linux,1.0,Critical-lag,91.0,21.0,0.0,DMZ,275.0,IT-OPS,,,,,,,,,,,
176.0,LAB-GUEST-4718,LOW,16,Server,IT,Windows,0.0,Critical-lag,125.0,22.0,0.0,CORP,263.0,IT-OPS,,,,,,,,,,,
157.0,OFFICE-SRV-2343,MEDIUM,49,Server,Finance,Linux,1.0,Minor-lag,79.0,12.0,0.0,DMZ,105.0,IT-OPS,,,,,,,,,,,
364.0,CORE-WEB-9299,HIGH,67,Workstation,Trading,Linux,1.0,Minor-lag,44.0,9.0,0.0,CORP,87.0,DevOps,,,,,,,,,,,
302.0,TEST-WS-532,LOW,19,Server,Risk,Windows,0.0,Minor-lag,81.0,25.0,0.0,CORP,240.0,DevOps,,,,,,,,,,,
294.0,DEMO-TEST-9851,LOW,15,Workstation,IT,Linux,1.0,Critical-lag,174.0,23.0,0.0,CORP,652.0,IT-OPS,,,,,,,,,,,
417.0,DEMO-TEST-3627,LOW,8,Workstation,Risk,Linux,1.0,Critical-lag,111.0,22.0,0.0,DMZ,309.0,DevOps,,,,,,,,,,,
331.0,ADMIN-PC-394,MEDIUM,41,Laptop,IT,Linux,0.0,Minor-lag,43.0,15.0,0.0,CORP,434.0,SOC,,,,,,,,,,,
213.0,DEV-WS-1045,LOW,9,Workstation,Finance,Windows,0.0,Critical-lag,202.0,19.0,0.0,CORP,490.0,IT-OPS,,,,,,,,,,,
201.0,TRADE-APP-3219,HIGH,77,Server,IT,Windows,1.0,Minor-lag,42.0,6.0,0.0,DMZ,202.0,IT-OPS,,,,,,,,,,,
422.0,CORE-WEB-9587,HIGH,63,Workstation,Trading,Windows,1.0,Minor-lag,30.0,10.0,0.0,DMZ,380.0,SOC,,,,,,,,,,,
44736.0,BANK-SRV-7177,HIGH,69,Workstation,Trading,Windows,0.0,Up-to-date,18.0,2.0,0.0,CORP,276.0,IT-OPS,,,,,,,,,,,
48122.0,CORE-SRV-650,HIGH,76,Workstation,Finance,Windows,0.0,Up-to-date,28.0,2.0,0.0,CORP,64.0,IT-OPS,,,,,,,,,,,
45381.0,ADMIN-WS-9109,MEDIUM,30,Laptop,Trading,Windows,1.0,Minor-lag,80.0,9.0,0.0,CORP,29.0,IT-OPS,,,,,,,,,,,
59839.0,TEST-TEST-2712,LOW,23,Workstation,IT,Windows,1.0,Critical-lag,113.0,27.0,0.0,CORP,75.0,SOC,,,,,,,,,,,
27109.0,PROD-AD-9075,CRITICAL,90,Workstation,Risk,Windows,0.0,Up-to-date,23.0,0.0,0.0,ISOLATED,61.0,IT-OPS,,,,,,,,,,,
10387.0,CORE-WEB-5159,HIGH,65,Workstation,Risk,MacOS,0.0,Up-to-date,21.0,2.0,0.0,CORP,31.0,DevOps,,,,,,,,,,,
48117.0,DEV-GUEST-557,LOW,8,Laptop,Risk,Windows,0.0,Minor-lag,53.0,15.0,0.0,CORP,9.0,Business,,,,,,,,,,,
53792.0,CORE-DC-5077,CRITICAL,98,Server,Risk,Windows,0.0,Up-to-date,19.0,0.0,0.0,ISOLATED,389.0,Business,,,,,,,,,,,
72572.0,VAULT-SQL-047,CRITICAL,93,Workstation,Finance,Linux,0.0,Up-to-date,7.0,2.0,0.0,CORP,88.0,SOC,,,,,,,,,,,
67789.0,PROD-EXCH-186,CRITICAL,92,Laptop,Risk,Windows,0.0,Up-to-date,8.0,7.0,0.0,ISOLATED,72.0,Business,,,,,,,,,,,
14714.0,ADMIN-WS-9334,MEDIUM,37,Workstation,IT,Windows,0.0,Minor-lag,83.0,16.0,0.0,CORP,140.0,DevOps,,,,,,,,,,,
2663.0,VAULT-AD-953,CRITICAL,84,Server,Trading,Windows,0.0,Up-to-date,25.0,0.0,0.0,ISOLATED,319.0,DevOps,,,,,,,,,,,
9352.0,DEPT-PC-4643,MEDIUM,43,Workstation,Risk,Windows,1.0,Minor-lag,75.0,13.0,0.0,CORP,306.0,Business,,,,,,,,,,,
1704.0,DEPT-SRV-4352,MEDIUM,41,Domain Controller,Risk,Windows,1.0,Minor-lag,60.0,10.0,0.0,CORP,335.0,IT-OPS,,,,,,,,,,,
75641.0,OFFICE-SRV-4530,MEDIUM,49,Server,Finance,Windows,0.0,Minor-lag,61.0,12.0,0.0,CORP,42.0,SOC,,,,,,,,,,,
83465.0,TRADE-SQL-1194,HIGH,79,Laptop,Finance,Windows,0.0,Up-to-date,25.0,0.0,0.0,CORP,244.0,Business,,,,,,,,,,,
67476.0,ADMIN-WS-406,MEDIUM,42,Server,IT,Windows,0.0,Up-to-date,9.0,11.0,0.0,CORP,324.0,Business,,,,,,,,,,,
88457.0,DEV-TEST-8393,LOW,21,Workstation,IT,Linux,1.0,Critical-lag,103.0,19.0,0.0,DMZ,231.0,IT-OPS,,,,,,,,,,,
28901.0,DEMO-GUEST-591,LOW,16,Server,IT,Windows,1.0,Critical-lag,138.0,19.0,0.0,DMZ,38.0,IT-OPS,,,,,,,,,,,
22.0,DEV-TEST-3897,LOW,9,Workstation,IT,Windows,0.0,Critical-lag,130.0,26.0,0.0,CORP,342.0,DevOps,,,,,,,,,,,
235.0,VAULT-DC-8030,CRITICAL,91,Laptop,Trading,Windows,0.0,Up-to-date,16.0,3.0,0.0,ISOLATED,347.0,DevOps,,,,,,,,,,,
