OrgId,org_tp_rate,org_fp_rate,org_bp_rate,org_nb_incidents
158,0.11320754716981132,0.8113207547169812,0.07547169811320754,53
159,0.02631578947368421,0.9473684210526315,0.02631578947368421,38
160,0.07692307692307693,0.6538461538461539,0.2692307692307692,26
161,0.0,0.0,1.0,36
162,0.7948717948717948,0.0,0.20512820512820512,39
164,0.0625,0.0,0.9375,32
165,0.045454545454545456,0.045454545454545456,0.9090909090909091,22
167,0.045454545454545456,0.0,0.9545454545454546,22
168,0.06060606060606061,0.8484848484848485,0.09090909090909091,33
169,0.8888888888888888,0.1111111111111111,0.0,9
170,0.022222222222222223,0.9777777777777777,0.0,45
171,0.1875,0.15625,0.65625,32
172,0.5862068965517241,0.034482758620689655,0.3793103448275862,29
173,0.9122807017543859,0.017543859649122806,0.07017543859649122,57
174,0.2830188679245283,0.0,0.7169811320754716,53
175,0.02702702702702703,0.0,0.972972972972973,37
176,1.0,0.0,0.0,14
177,0.6206896551724138,0.3448275862068966,0.034482758620689655,29
179,0.09090909090909091,0.09090909090909091,0.8181818181818182,11
180,0.043478260869565216,0.0,0.9565217391304348,23
181,0.024390243902439025,0.0,0.975609756097561,41
182,0.0,0.018867924528301886,0.9811320754716981,53
183,0.030303030303030304,0.030303030303030304,0.9393939393939394,33
184,0.0,1.0,0.0,45
185,0.0,0.92,0.08,25
186,0.03125,0.46875,0.5,32
187,0.0,1.0,0.0,12
188,0.041666666666666664,0.041666666666666664,0.9166666666666666,24
189,0.0,0.6666666666666666,0.3333333333333333,21
190,0.13432835820895522,0.34328358208955223,0.5223880597014925,67
191,0.09090909090909091,0.0,0.9090909090909091,22
192,0.8064516129032258,0.0,0.1935483870967742,31
193,0.0,0.0,1.0,45
194,0.0,0.20833333333333334,0.7916666666666666,24
195,0.47058823529411764,0.47058823529411764,0.058823529411764705,17
196,1.0,0.0,0.0,28
197,0.9583333333333334,0.041666666666666664,0.0,24
198,0.08571428571428572,0.02857142857142857,0.8857142857142857,35
200,0.8484848484848485,0.09090909090909091,0.06060606060606061,33
201,0.043478260869565216,0.043478260869565216,0.9130434782608695,23
203,0.2916666666666667,0.0,0.7083333333333334,24
205,0.65625,0.03125,0.3125,32
206,0.0,1.0,0.0,40
207,0.0,0.0,1.0,19
208,0.0,0.6571428571428571,0.34285714285714286,35
209,0.5555555555555556,0.4444444444444444,0.0,9
210,0.023809523809523808,0.8809523809523809,0.09523809523809523,42
211,0.04,0.92,0.04,25
212,0.18181818181818182,0.7272727272727273,0.09090909090909091,11
214,0.037037037037037035,0.5925925925925926,0.37037037037037035,27
215,0.125,0.08333333333333333,0.7916666666666666,24
216,0.9444444444444444,0.05555555555555555,0.0,18
217,0.0,0.043478260869565216,0.9565217391304348,23
218,0.3,0.7,0.0,10
219,0.041666666666666664,0.125,0.8333333333333334,24
220,0.13333333333333333,0.4666666666666667,0.4,15
221,0.42857142857142855,0.2857142857142857,0.2857142857142857,7
222,0.025,0.975,0.0,40
223,0.041666666666666664,0.041666666666666664,0.9166666666666666,24
225,0.32142857142857145,0.2857142857142857,0.39285714285714285,28
227,0.9523809523809523,0.047619047619047616,0.0,21
228,0.0,0.03125,0.96875,32
229,0.4117647058823529,0.0,0.5882352941176471,17
230,0.8823529411764706,0.058823529411764705,0.058823529411764705,17
231,0.20833333333333334,0.041666666666666664,0.75,24
232,0.0,0.0625,0.9375,16
233,0.85,0.05,0.1,20
234,0.95,0.05,0.0,20
236,0.14893617021276595,0.02127659574468085,0.8297872340425532,47
237,0.7,0.3,0.0,30
238,0.7647058823529411,0.058823529411764705,0.17647058823529413,17
239,0.6666666666666666,0.3333333333333333,0.0,18
240,1.0,0.0,0.0,18
242,0.5384615384615384,0.38461538461538464,0.07692307692307693,13
243,0.9230769230769231,0.038461538461538464,0.038461538461538464,26
244,0.0,0.2631578947368421,0.7368421052631579,19
245,0.9473684210526315,0.0,0.05263157894736842,19
246,0.0,0.0,1.0,82
247,0.3157894736842105,0.05263157894736842,0.631578947368421,19
248,0.0,0.0,1.0,22
249,0.25,0.2916666666666667,0.4583333333333333,24
250,0.0,0.043478260869565216,0.9565217391304348,23
251,0.0,1.0,0.0,23
252,0.03125,0.96875,0.0,32
253,0.8571428571428571,0.07142857142857142,0.07142857142857142,14
254,0.0,0.02857142857142857,0.9714285714285714,35
255,0.8235294117647058,0.11764705882352941,0.058823529411764705,17
256,0.05555555555555555,0.9444444444444444,0.0,18
257,0.041666666666666664,0.041666666666666664,0.9166666666666666,24
259,0.0,0.3125,0.6875,16
260,0.0,0.09523809523809523,0.9047619047619048,42
261,0.0,0.0,1.0,21
262,0.05555555555555555,0.05555555555555555,0.8888888888888888,18
263,1.0,0.0,0.0,11
264,0.12162162162162163,0.8783783783783784,0.0,74
265,0.0,1.0,0.0,14
266,0.058823529411764705,0.0,0.9411764705882353,17
267,0.0,0.7142857142857143,0.2857142857142857,21
270,0.07692307692307693,0.23076923076923078,0.6923076923076923,13
272,0.9,0.0,0.1,20
273,0.09090909090909091,0.0,0.9090909090909091,11
274,0.08333333333333333,0.8333333333333334,0.08333333333333333,12
275,0.2857142857142857,0.7142857142857143,0.0,7
276,0.047619047619047616,0.5238095238095238,0.42857142857142855,21
277,0.06666666666666667,0.0,0.9333333333333333,15
278,0.0,0.0,1.0,20
279,0.14285714285714285,0.7142857142857143,0.14285714285714285,14
280,0.9655172413793104,0.0,0.034482758620689655,29
281,0.15,0.0,0.85,20
282,0.35714285714285715,0.6428571428571429,0.0,14
283,1.0,0.0,0.0,5
284,0.9047619047619048,0.09523809523809523,0.0,21
285,0.0,0.0,1.0,18
286,0.75,0.125,0.125,8
287,0.09090909090909091,0.045454545454545456,0.8636363636363636,22
288,0.07692307692307693,0.07692307692307693,0.8461538461538461,13
289,0.08695652173913043,0.043478260869565216,0.8695652173913043,23
290,0.0,0.9473684210526315,0.05263157894736842,19
292,0.2,0.76,0.04,25
293,0.07692307692307693,0.38461538461538464,0.5384615384615384,13
295,0.6666666666666666,0.3333333333333333,0.0,6
296,0.05555555555555555,0.05555555555555555,0.8888888888888888,18
297,0.05,0.05,0.9,20
298,0.0,0.05555555555555555,0.9444444444444444,18
299,0.125,0.0625,0.8125,16
300,0.08333333333333333,0.08333333333333333,0.8333333333333334,12
301,0.0,0.0,1.0,13
302,0.0625,0.0,0.9375,16
304,0.1111111111111111,0.5555555555555556,0.3333333333333333,18
306,0.08333333333333333,0.8333333333333334,0.08333333333333333,12
307,0.0,0.9166666666666666,0.08333333333333333,24
308,0.125,0.6666666666666666,0.20833333333333334,24
309,0.45454545454545453,0.36363636363636365,0.18181818181818182,11
310,0.8947368421052632,0.05263157894736842,0.05263157894736842,19
311,0.0,0.1111111111111111,0.8888888888888888,9
312,0.9565217391304348,0.0,0.043478260869565216,23
313,0.3125,0.125,0.5625,16
314,0.18181818181818182,0.045454545454545456,0.7727272727272727,22
315,0.0,0.0,1.0,13
316,0.07692307692307693,0.07692307692307693,0.8461538461538461,13
317,0.030303030303030304,0.030303030303030304,0.9393939393939394,33
318,0.46153846153846156,0.07692307692307693,0.46153846153846156,13
319,0.4166666666666667,0.5,0.08333333333333333,12
320,0.0,0.058823529411764705,0.9411764705882353,17
321,0.041666666666666664,0.08333333333333333,0.875,24
322,0.0,0.045454545454545456,0.9545454545454546,22
323,0.1,0.2,0.7,10
324,0.125,0.0,0.875,8
325,0.09090909090909091,0.09090909090909091,0.8181818181818182,11
326,0.3,0.2,0.5,10
327,0.07142857142857142,0.0,0.9285714285714286,28
329,0.0,1.0,0.0,23
330,0.06666666666666667,0.13333333333333333,0.8,15
332,0.0,0.0,1.0,10
334,0.2857142857142857,0.0,0.7142857142857143,14
335,0.8461538461538461,0.07692307692307693,0.07692307692307693,13
336,0.14285714285714285,0.0,0.8571428571428571,21
337,0.8235294117647058,0.17647058823529413,0.0,17
338,0.5,0.5,0.0,8
339,0.3888888888888889,0.2777777777777778,0.3333333333333333,18
340,0.0,0.0,1.0,10
341,0.10526315789473684,0.0,0.8947368421052632,19
342,0.15384615384615385,0.23076923076923078,0.6153846153846154,13
343,0.29411764705882354,0.29411764705882354,0.4117647058823529,17
344,0.0,0.16666666666666666,0.8333333333333334,6
345,1.0,0.0,0.0,25
346,0.0,0.058823529411764705,0.9411764705882353,17
348,0.0,0.1111111111111111,0.8888888888888888,9
350,0.041666666666666664,0.041666666666666664,0.9166666666666666,24
351,0.4444444444444444,0.1111111111111111,0.4444444444444444,9
352,0.7,0.3,0.0,10
353,0.6,0.2,0.2,5
354,0.9285714285714286,0.07142857142857142,0.0,14
355,0.125,0.75,0.125,8
356,0.0,0.0,1.0,11
357,0.3076923076923077,0.6923076923076923,0.0,13
358,0.1111111111111111,0.7777777777777778,0.1111111111111111,9
360,0.75,0.125,0.125,8
361,0.25,0.25,0.5,8
363,0.0,0.0,1.0,5
364,0.058823529411764705,0.058823529411764705,0.8823529411764706,17
365,0.0,1.0,0.0,12
366,0.05555555555555555,0.0,0.9444444444444444,18
368,0.07142857142857142,0.21428571428571427,0.7142857142857143,14
369,0.125,0.6875,0.1875,16
370,0.0,0.0,1.0,12
371,0.6,0.0,0.4,10
372,0.0,0.0,1.0,7
373,0.9285714285714286,0.0,0.07142857142857142,14
374,0.8214285714285714,0.07142857142857142,0.10714285714285714,28
375,0.0,1.0,0.0,8
376,0.11764705882352941,0.8235294117647058,0.058823529411764705,17
378,0.125,0.125,0.75,8
379,0.0,0.9090909090909091,0.09090909090909091,11
380,0.08333333333333333,0.08333333333333333,0.8333333333333334,12
381,0.42857142857142855,0.42857142857142855,0.14285714285714285,7
382,0.3333333333333333,0.16666666666666666,0.5,6
383,0.2,0.6,0.2,5
385,0.0,0.42857142857142855,0.5714285714285714,7
386,0.0,1.0,0.0,7
387,0.9166666666666666,0.08333333333333333,0.0,12
388,0.0,0.0,1.0,22
389,0.0,0.1,0.9,10
390,0.2222222222222222,0.7777777777777778,0.0,9
391,0.0625,0.3125,0.625,16
392,0.6666666666666666,0.16666666666666666,0.16666666666666666,6
393,0.9230769230769231,0.07692307692307693,0.0,13
394,0.0,0.0,1.0,9
395,0.125,0.875,0.0,8
396,0.3333333333333333,0.6666666666666666,0.0,9
397,0.375,0.125,0.5,8
398,0.9,0.1,0.0,10
400,0.1,0.1,0.8,10
401,0.4166666666666667,0.5833333333333334,0.0,12
402,0.23076923076923078,0.7692307692307693,0.0,13
403,0.16666666666666666,0.16666666666666666,0.6666666666666666,6
404,0.0,0.8571428571428571,0.14285714285714285,7
405,0.0,0.0,1.0,13
406,0.8333333333333334,0.0,0.16666666666666666,18
407,0.0,0.0,1.0,12
408,0.07692307692307693,0.3076923076923077,0.6153846153846154,13
409,1.0,0.0,0.0,11
410,0.0625,0.0,0.9375,16
411,0.3,0.2,0.5,10
412,0.07692307692307693,0.8461538461538461,0.07692307692307693,13
413,0.8461538461538461,0.15384615384615385,0.0,13
414,0.875,0.0,0.125,8
415,0.125,0.25,0.625,8
416,0.14285714285714285,0.5714285714285714,0.2857142857142857,7
417,0.6,0.4,0.0,15
418,0.16666666666666666,0.7916666666666666,0.041666666666666664,24
419,0.2,0.3,0.5,10
420,0.0,0.1111111111111111,0.8888888888888888,9
422,0.1111111111111111,0.1111111111111111,0.7777777777777778,9
423,0.0,0.2,0.8,10
426,0.6666666666666666,0.3333333333333333,0.0,15
427,0.1,0.0,0.9,10
428,0.0,0.09090909090909091,0.9090909090909091,11
430,0.16666666666666666,0.16666666666666666,0.6666666666666666,6
431,0.0,0.1111111111111111,0.8888888888888888,9
432,0.125,0.625,0.25,8
433,0.6363636363636364,0.18181818181818182,0.18181818181818182,11
434,0.0,0.0,1.0,14
435,0.2,0.0,0.8,5
437,0.125,0.0,0.875,8
438,0.0,0.0625,0.9375,16
439,0.8,0.2,0.0,5
440,1.0,0.0,0.0,14
441,0.2857142857142857,0.42857142857142855,0.2857142857142857,7
442,0.7777777777777778,0.2222222222222222,0.0,9
443,0.8181818181818182,0.0,0.18181818181818182,11
444,0.14285714285714285,0.2857142857142857,0.5714285714285714,7
445,0.9090909090909091,0.0,0.09090909090909091,11
447,0.0,1.0,0.0,8
448,0.14285714285714285,0.7142857142857143,0.14285714285714285,7
449,0.0,1.0,0.0,12
450,0.18181818181818182,0.0,0.8181818181818182,11
451,0.0,0.0,1.0,19
452,0.0,1.0,0.0,17
453,0.36363636363636365,0.45454545454545453,0.18181818181818182,11
454,0.35714285714285715,0.5714285714285714,0.07142857142857142,14
455,0.8571428571428571,0.14285714285714285,0.0,7
456,0.16666666666666666,0.16666666666666666,0.6666666666666666,6
457,0.6153846153846154,0.3076923076923077,0.07692307692307693,13
458,0.2,0.2,0.6,5
459,0.0,0.0,1.0,5
460,0.125,0.625,0.25,8
461,0.2857142857142857,0.42857142857142855,0.2857142857142857,7
462,0.0,0.16666666666666666,0.8333333333333334,6
463,0.1724137931034483,0.0,0.8275862068965517,29
464,0.6666666666666666,0.3333333333333333,0.0,9
465,0.07692307692307693,0.9230769230769231,0.0,13
467,0.1111111111111111,0.2222222222222222,0.6666666666666666,9
469,0.3333333333333333,0.5,0.16666666666666666,6
470,0.0,0.0,1.0,6
471,0.0,0.9,0.1,10
473,0.1,0.0,0.9,10
474,0.14285714285714285,0.42857142857142855,0.42857142857142855,7
475,0.7142857142857143,0.14285714285714285,0.14285714285714285,7
476,0.0625,0.9375,0.0,16
477,0.2857142857142857,0.5714285714285714,0.14285714285714285,7
478,0.07692307692307693,0.0,0.9230769230769231,13
479,0.3333333333333333,0.4444444444444444,0.2222222222222222,9
480,0.16666666666666666,0.0,0.8333333333333334,6
481,0.0,0.14285714285714285,0.8571428571428571,7
482,0.14285714285714285,0.8571428571428571,0.0,7
483,0.0,0.14285714285714285,0.8571428571428571,7
484,0.7777777777777778,0.1111111111111111,0.1111111111111111,9
485,0.16666666666666666,0.8333333333333334,0.0,6
486,0.6363636363636364,0.2727272727272727,0.09090909090909091,11
487,0.8888888888888888,0.0,0.1111111111111111,9
488,0.2222222222222222,0.5555555555555556,0.2222222222222222,9
489,0.0,1.0,0.0,5
490,0.14285714285714285,0.2857142857142857,0.5714285714285714,7
491,0.0,0.875,0.125,8
492,0.6666666666666666,0.3333333333333333,0.0,21
493,0.2,0.6,0.2,5
494,0.0,0.0,1.0,5
495,0.75,0.125,0.125,8
496,0.625,0.0,0.375,8
497,0.07692307692307693,0.9230769230769231,0.0,13
498,0.0,1.0,0.0,8
500,0.0,0.14285714285714285,0.8571428571428571,7
501,0.0,0.2,0.8,10
502,0.8,0.1,0.1,10
503,0.0,0.16666666666666666,0.8333333333333334,6
504,0.09090909090909091,0.8181818181818182,0.09090909090909091,11
505,0.3333333333333333,0.5833333333333334,0.08333333333333333,12
506,0.09090909090909091,0.8181818181818182,0.09090909090909091,11
507,0.6363636363636364,0.0,0.36363636363636365,11
510,0.125,0.0,0.875,8
511,0.0,0.5555555555555556,0.4444444444444444,9
512,0.8888888888888888,0.1111111111111111,0.0,9
515,0.5294117647058824,0.0,0.47058823529411764,17
516,0.8181818181818182,0.09090909090909091,0.09090909090909091,11
520,0.09090909090909091,0.0,0.9090909090909091,11
523,0.07692307692307693,0.07692307692307693,0.8461538461538461,13
524,0.0,0.0,1.0,8
525,0.8571428571428571,0.14285714285714285,0.0,7
526,0.0,1.0,0.0,6
528,0.14285714285714285,0.14285714285714285,0.7142857142857143,7
530,0.07142857142857142,0.07142857142857142,0.8571428571428571,14
531,0.875,0.125,0.0,8
532,0.0,1.0,0.0,7
533,0.0,0.0,1.0,11
534,0.0,1.0,0.0,7
535,0.7272727272727273,0.09090909090909091,0.18181818181818182,11
539,0.0,0.0,1.0,10
543,0.07692307692307693,0.07692307692307693,0.8461538461538461,13
544,0.5714285714285714,0.14285714285714285,0.2857142857142857,7
545,0.1,0.1,0.8,10
547,0.6,0.4,0.0,5
548,0.0,0.7777777777777778,0.2222222222222222,9
550,0.8888888888888888,0.1111111111111111,0.0,9
551,0.0,0.1111111111111111,0.8888888888888888,9
552,0.0,0.4,0.6,5
553,0.0,0.0,1.0,15
554,0.125,0.125,0.75,8
555,0.375,0.625,0.0,8
556,0.2222222222222222,0.7777777777777778,0.0,9
557,0.125,0.75,0.125,8
558,0.6428571428571429,0.2857142857142857,0.07142857142857142,14
559,0.1,0.8,0.1,10
560,0.4,0.0,0.6,5
561,0.06666666666666667,0.06666666666666667,0.8666666666666667,15
562,0.16666666666666666,0.16666666666666666,0.6666666666666666,6
564,1.0,0.0,0.0,9
565,0.25,0.5,0.25,8
566,0.0,0.0,1.0,10
567,0.0,1.0,0.0,12
568,1.0,0.0,0.0,5
571,0.9473684210526315,0.05263157894736842,0.0,19
573,0.25,0.75,0.0,8
574,0.16666666666666666,0.0,0.8333333333333334,6
576,0.0,0.2,0.8,5
577,0.14285714285714285,0.14285714285714285,0.7142857142857143,7
578,0.5714285714285714,0.0,0.42857142857142855,7
579,0.0,0.3333333333333333,0.6666666666666666,9
580,0.0,1.0,0.0,9
582,0.1111111111111111,0.3333333333333333,0.5555555555555556,9
583,0.14285714285714285,0.2857142857142857,0.5714285714285714,7
584,0.16666666666666666,0.3333333333333333,0.5,6
585,0.25,0.0,0.75,8
586,0.08333333333333333,0.75,0.16666666666666666,12
588,0.0,0.16666666666666666,0.8333333333333334,12
589,0.125,0.875,0.0,8
591,0.14285714285714285,0.8571428571428571,0.0,7
592,0.25,0.125,0.625,8
593,1.0,0.0,0.0,6
594,0.0,0.2,0.8,5
596,0.16666666666666666,0.0,0.8333333333333334,6
597,0.125,0.125,0.75,8
598,0.875,0.125,0.0,8
599,0.14285714285714285,0.14285714285714285,0.7142857142857143,7
600,0.0,1.0,0.0,5
602,0.2,0.2,0.2,5
603,0.0,1.0,0.0,11
604,0.125,0.125,0.75,8
605,0.0,0.0,1.0,6
606,0.4,0.6,0.0,5
608,0.5,0.5,0.0,8
609,0.0625,0.9375,0.0,16
610,0.3076923076923077,0.0,0.6923076923076923,13
611,0.8,0.0,0.2,5
613,0.2,0.8,0.0,5
614,0.0,0.0,1.0,8
615,0.0,0.0,1.0,6
616,0.2,0.2,0.6,5
617,0.0,0.16666666666666666,0.8333333333333334,6
618,0.0,0.42857142857142855,0.5714285714285714,7
619,0.0,0.875,0.125,8
620,0.0,1.0,0.0,5
621,0.09090909090909091,0.0,0.9090909090909091,11
622,0.2,0.2,0.6,5
624,0.0,0.16666666666666666,0.8333333333333334,6
625,0.0,0.0,1.0,11
626,0.42857142857142855,0.42857142857142855,0.14285714285714285,7
628,0.0,0.058823529411764705,0.9411764705882353,17
631,0.16666666666666666,0.8333333333333334,0.0,6
632,0.1,0.1,0.8,10
633,0.0,0.0,1.0,6
636,0.6666666666666666,0.3333333333333333,0.0,6
638,0.4444444444444444,0.1111111111111111,0.4444444444444444,9
639,0.8333333333333334,0.16666666666666666,0.0,6
640,0.2,0.4,0.4,5
642,0.0,0.5555555555555556,0.4444444444444444,9
644,0.125,0.5,0.375,8
645,0.6666666666666666,0.3333333333333333,0.0,6
647,0.1,0.8,0.1,10
648,0.2,0.6,0.2,5
649,0.0,0.0,1.0,16
650,0.0,0.8,0.2,5
653,0.0,1.0,0.0,5
654,0.4,0.4,0.2,5
655,0.16666666666666666,0.3333333333333333,0.5,6
656,0.2857142857142857,0.5714285714285714,0.14285714285714285,7
658,0.6666666666666666,0.16666666666666666,0.16666666666666666,6
659,0.0,0.0,1.0,6
662,0.16666666666666666,0.0,0.8333333333333334,6
663,0.0,0.2,0.8,5
665,0.8571428571428571,0.14285714285714285,0.0,7
666,1.0,0.0,0.0,5
668,0.2857142857142857,0.7142857142857143,0.0,7
669,0.14285714285714285,0.14285714285714285,0.7142857142857143,7
670,0.6666666666666666,0.16666666666666666,0.16666666666666666,6
672,0.16666666666666666,0.0,0.8333333333333334,6
673,0.0,0.14285714285714285,0.8571428571428571,7
