IncidentId,OrgId,nb_alerts,nb_evidences,nb_categories,nb_detectors,nb_entity_types,alert_title_tp_rate,alert_title_bp_rate,alert_title_fp_rate,category_tp_rate,category_bp_rate,category_fp_rate,hour_of_day,day_of_week,is_weekend,is_business_hours,is_after_midnight,incident_duration_min,alert_rate_per_hour,hour_sin,hour_cos,day_sin,day_cos,accounts_per_device,ips_per_hour,alerts_per_detector,spread_score,has_impacted_entity,nb_impacted_entities,ip_ti_score,ip_in_blocklist,ip_nb_sources,ip_ti_confidence,hash_ti_score,hash_in_blocklist,hash_nb_sources,hash_ti_confidence,ti_score_max,ti_score_combined,any_ioc_in_blocklist,ti_actor_APT,ti_actor_cybercrime,ti_actor_hacktivist,asset_criticality_score,asset_patch_risk,asset_network_zone_risk,asset_risk_score,days_since_last_patch,nb_vulnerabilities,is_domain_controller,last_incident_days_ago,is_internet_exposed,MFA_enabled,nb_failed_logins_7d,login_country_mismatch,user_criticality_score,is_privileged_account,account_inactive,sandbox_malware_score,sandbox_network_conns,sandbox_process_injection,sandbox_c2_beaconing,sandbox_evasion,sandbox_lateral_movement,sandbox_privilege_escalation,sandbox_dns_count,detector_tp_rate,detector_bp_rate,detector_fp_rate,detector_nb_incidents,mitre_initial_access,mitre_execution,mitre_persistence,mitre_credential_access,mitre_discovery,mitre_lateral_movement,mitre_command_and_control,mitre_exfiltration,mitre_impact,has_threat_family,asset_x_ti,asset_x_alerts,asset_x_sandbox,privileged_x_failed_logins,target
168,101,2414,9936,5,12,10,0.35323778437190895,0.5499246290801187,0.09683758654797231,0.23390051290401367,0.3113245949686559,0.45477489212733047,18,6,1,1,0,6550.666666666667,22.108701625131015,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,20.0,0.14641586171835283,185.69230769230768,100.0,1,353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2,2,5.0,134.0,20.0,0.0,145.0,1.0,1,9.0,0,4,1,0,11,0,0,0,0,0,0,4,0.3532576210400478,0.5511057979677226,0.09563658099222953,1673.0,1,0,0,1,0,1,0,0,0,0,0.0,7.789454566086673,11,9.0,2
177,0,9249,9907,3,8,6,0.12109163009163008,0.04472695772695773,0.8341814121814122,0.23390051290401367,0.3113245949686559,0.45477489212733047,16,6,1,1,0,4531.916666666667,122.4352916518049,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,20.0,1.7188504269580387,1000.0,100.0,1,170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2,2,5.0,134.0,20.0,0.0,145.0,1.0,0,15.0,0,1,0,0,11,0,0,0,0,0,0,4,0.12088930060213061,0.04377026401111626,0.8353404353867532,4318.0,1,0,0,1,0,1,0,0,0,0,0.0,9.132378830506472,11,0.0,2
204,0,9105,9674,2,7,5,0.12109163009163008,0.04472695772695773,0.8341814121814122,0.23390051290401367,0.3113245949686559,0.45477489212733047,4,6,1,0,1,3923.6,139.21308801793995,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,20.0,1.6184853420195442,1000.0,100.0,1,167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2,2,5.0,134.0,20.0,0.0,145.0,1.0,0,15.0,0,1,0,0,11,0,0,0,0,0,0,4,0.12088930060213061,0.04377026401111626,0.8353404353867532,4318.0,1,0,0,1,0,0,0,0,0,0,0.0,9.116688815894728,11,0.0,2
207,5167,11,11,1,1,2,0.12109163009163008,0.04472695772695773,0.8341814121814122,0.23390051290401367,0.3113245949686559,0.45477489212733047,19,3,0,0,0,9895.533333333333,0.06669271499979791,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,0.5,0.006059667526241728,5.5,4.5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2,2,5.0,134.0,20.0,0.0,145.0,1.0,0,15.0,0,1,0,0,11,0,0,0,0,0,0,4,0.12088930060213061,0.04377026401111626,0.8353404353867532,4318.0,1,0,0,0,0,0,0,0,0,0,0.0,2.4849066497880004,11,0.0,0
209,380,1,1,1,1,1,0.14704444444444445,0.6415333333333334,0.2114222222222222,0.2796271637816245,0.49001331557922767,0.2303595206391478,10,5,1,1,0,0.0,100.0,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.5,10.0,0.5,4.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2,2,5.0,134.0,20.0,0.0,145.0,1.0,0,15.0,0,1,0,0,11,0,0,0,0,0,0,4,0.22056666666666666,0.4623,0.3171333333333333,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.6931471805599453,11,0.0,1
218,0,8832,9442,2,7,5,0.12109163009163008,0.04472695772695773,0.8341814121814122,0.23390051290401367,0.3113245949686559,0.45477489212733047,6,0,0,0,0,4273.65,123.9796455518512,1.0,6.123233995736766e-17,0.0,1.0,20.0,1.3599242928744175,1000.0,100.0,1,168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2,2,5.0,134.0,20.0,0.0,145.0,1.0,0,15.0,0,1,0,0,11,0,0,0,0,0,0,4,0.12088930060213061,0.04377026401111626,0.8353404353867532,4318.0,1,0,0,1,0,0,0,0,0,0,0.0,9.086249986745132,11,0.0,2
221,127,8797,9398,3,7,5,0.12109163009163008,0.04472695772695773,0.8341814121814122,0.23390051290401367,0.3113245949686559,0.45477489212733047,19,5,1,0,0,9138.416666666666,57.75457242847061,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,20.0,0.9251546936655337,1000.0,100.0,1,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2,2,5.0,134.0,20.0,0.0,145.0,1.0,0,15.0,0,1,0,0,11,0,0,0,0,0,0,4,0.12088930060213061,0.04377026401111626,0.8353404353867532,4318.0,1,0,0,1,0,0,0,0,0,0,0.0,9.082279701908664,11,0.0,2
227,0,8695,9268,2,7,5,0.12109163009163008,0.04472695772695773,0.8341814121814122,0.23390051290401367,0.3113245949686559,0.45477489212733047,3,5,1,0,1,3548.0333333333333,147.0143435500991,0.7071067811865475,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,20.0,1.6206938595586236,1000.0,100.0,1,167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2,2,5.0,134.0,20.0,0.0,145.0,1.0,1,9.0,1,3,1,0,11,0,0,0,0,0,0,4,0.12088930060213061,0.04377026401111626,0.8353404353867532,4318.0,1,0,0,1,0,0,0,0,0,0,0.0,9.070618428801046,11,9.0,2
239,0,8295,8898,2,7,5,0.12109163009163008,0.04472695772695773,0.8341814121814122,0.23390051290401367,0.3113245949686559,0.45477489212733047,22,2,0,0,0,3675.383333333333,135.39234399865796,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,20.0,1.988382990089776,1000.0,100.0,1,158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2,2,5.0,134.0,20.0,0.0,145.0,1.0,0,15.0,0,1,0,0,11,0,0,0,0,0,0,4,0.12088930060213061,0.04377026401111626,0.8353404353867532,4318.0,1,0,0,1,0,0,0,0,0,0,0.0,9.023528749909364,11,0.0,2
251,268,7284,8223,1,1,5,0.2607515905947441,0.6976124481327801,0.0416359612724758,0.3679373723621511,0.4952348536419333,0.13682777399591559,22,3,0,0,0,10080.0,43.35456222843879,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0.9473684210526315,0.6365258774538965,1000.0,100.0,1,176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2,2,5.0,134.0,20.0,0.0,145.0,1.0,0,15.0,0,1,0,0,78,17,0,0,0,1,0,489,0.24777636594663277,0.7083862770012707,0.04383735705209657,1574.0,0,0,0,0,0,0,0,0,0,0,0.0,8.893572718629306,78,0.0,2
257,271,3886,7999,2,3,6,0.2005151515151515,0.4202727272727273,0.37921212121212117,0.07453726863431716,0.6053026513256629,0.32016008004002,12,0,0,1,0,1365.75,170.64441760895818,1.2246467991473532e-16,-1.0,0.0,1.0,0.9714285714285714,1.4871514488791688,971.5,100.0,1,429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2,2,5.0,134.0,20.0,0.0,145.0,1.0,0,15.0,0,1,0,0,11,0,0,0,0,0,0,4,0.22056666666666666,0.4623,0.3171333333333333,0.0,1,0,0,0,0,0,0,0,0,0,0.0,8.265392930852224,11,0.0,0
268,0,7230,7691,2,6,4,0.12109163009163008,0.04472695772695773,0.8341814121814122,0.23390051290401367,0.3113245949686559,0.45477489212733047,21,6,1,0,0,3901.866666666667,111.16046261338981,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,20.0,1.243645296666553,1000.0,100.0,1,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2,2,5.0,134.0,20.0,0.0,145.0,1.0,0,15.0,0,1,0,0,11,0,0,0,0,0,0,4,0.12088930060213061,0.04377026401111626,0.8353404353867532,4318.0,1,0,0,1,0,0,0,0,0,0,0.0,8.886132618174951,11,0.0,2
270,1184,9,9,2,2,2,0.27539826839826836,0.28081818181818186,0.44378354978354984,0.2796271637816245,0.49001331557922767,0.2303595206391478,15,0,0,1,0,10080.0,0.05356823998571514,-0.7071067811865471,-0.7071067811865479,0.0,1.0,0.5,0.005948839976204641,3.0,4.5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2,2,5.0,134.0,20.0,0.0,145.0,1.0,0,15.0,0,1,0,0,11,0,0,0,0,0,0,4,0.2835820895522388,0.2537313432835821,0.4626865671641791,67.0,1,0,0,0,0,0,0,0,0,0,0.0,2.302585092994046,11,0.0,0
284,4,302,7161,2,3,4,0.09589855072463768,0.24447826086956523,0.6596231884057971,0.23390051290401367,0.3113245949686559,0.45477489212733047,18,3,0,1,0,10056.933333333332,1.8016345956264959,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,1.5,0.0119249523001908,75.5,8.5,1,430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2,2,5.0,134.0,20.0,0.0,145.0,1.0,0,15.0,0,1,0,0,11,0,0,0,0,0,0,4,0.0,0.07692307692307693,0.9230769230769231,13.0,1,0,0,0,0,0,0,0,0,0,0.0,5.713732805509369,11,0.0,0
296,7,431,6731,2,2,2,0.2005151515151515,0.4202727272727273,0.37921212121212117,0.16612377850162866,0.6710097719869706,0.16286644951140064,2,5,1,0,1,10080.0,2.5653234926492474,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.3333333333333333,2.135633551457466,143.66666666666666,100.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2,2,5.0,134.0,20.0,0.0,145.0,1.0,0,15.0,0,1,0,0,11,0,0,0,0,0,0,4,0.22056666666666666,0.4623,0.3171333333333333,0.0,0,0,0,0,0,0,0,0,0,0,0.0,6.068425588244111,11,0.0,0
306,5,6012,6438,5,11,7,0.33537987588652485,0.06598803191489361,0.5986320921985816,0.23390051290401367,0.3113245949686559,0.45477489212733047,13,6,1,1,0,4767.466666666666,75.6533046238168,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,20.0,1.34493449903634,501.0,100.0,1,124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2,2,5.0,134.0,20.0,0.0,145.0,1.0,0,15.0,0,1,0,0,11,0,0,0,0,0,0,4,0.3360323886639676,0.06072874493927125,0.6032388663967612,741.0,1,0,0,1,0,1,0,0,0,0,0.0,8.70167907103957,11,0.0,2
315,0,5810,6230,2,6,5,0.12109163009163008,0.04472695772695773,0.8341814121814122,0.23390051290401367,0.3113245949686559,0.45477489212733047,23,1,0,0,0,4009.9166666666665,86.9214689711633,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,20.0,1.2998277686704987,830.0,100.0,1,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2,2,5.0,134.0,20.0,0.0,145.0,1.0,0,15.0,0,1,0,0,11,0,0,0,0,0,0,4,0.12088930060213061,0.04377026401111626,0.8353404353867532,4318.0,1,0,0,1,0,0,0,0,0,0,0.0,8.667507952075105,11,0.0,2
326,88,4962,5788,3,4,4,0.05655555555555555,0.1441794871794872,0.7992649572649573,0.07453726863431716,0.6053026513256629,0.32016008004002,16,1,0,1,0,10080.0,29.53395631212428,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,20.0,0.011897679952409281,992.4,100.0,1,325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2,2,5.0,134.0,20.0,0.0,145.0,1.0,0,15.0,0,1,0,0,11,0,0,0,0,0,0,4,0.0,0.034482758620689655,0.9655172413793104,29.0,1,0,0,0,0,0,0,0,0,0,0.0,8.50976567558744,11,0.0,0
338,0,5099,5450,2,6,4,0.12109163009163008,0.04472695772695773,0.8341814121814122,0.23390051290401367,0.3113245949686559,0.45477489212733047,19,1,0,0,0,3352.0,91.25454870846508,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,20.0,0.9291244788564621,728.4285714285714,100.0,1,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2,2,5.0,134.0,20.0,0.0,145.0,1.0,1,8.0,0,4,1,1,11,0,0,0,0,0,0,4,0.12088930060213061,0.04377026401111626,0.8353404353867532,4318.0,1,0,0,1,0,0,0,0,0,0,0.0,8.536995818712418,11,8.0,2
340,53,925,5387,3,5,6,0.18380555555555556,0.38525000000000004,0.4309444444444444,0.23390051290401367,0.3113245949686559,0.45477489212733047,16,1,0,1,0,10080.0,5.505624665198501,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.6666666666666666,0.844735276621059,154.16666666666666,100.0,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2,2,5.0,134.0,20.0,0.0,145.0,1.0,0,15.0,0,1,0,0,11,0,0,0,0,0,0,4,0.22056666666666666,0.4623,0.3171333333333333,0.0,1,0,0,1,0,0,0,0,0,0,0.0,6.8308742346461795,11,0.0,0
342,117,5009,5381,3,7,5,0.12109163009163008,0.04472695772695773,0.8341814121814122,0.23390051290401367,0.3113245949686559,0.45477489212733047,16,5,1,1,0,4228.716666666666,71.0611249256184,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,20.0,1.2468366636099228,626.125,100.0,1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2,2,5.0,134.0,20.0,0.0,145.0,1.0,1,15.0,0,1,0,0,11,0,0,0,0,0,0,4,0.12088930060213061,0.04377026401111626,0.8353404353867532,4318.0,1,0,0,1,0,0,0,0,0,0,0.0,8.51919119407891,11,0.0,2
345,196,1518,5318,2,2,3,0.4803777777777778,0.30820000000000003,0.2114222222222222,0.12386706948640483,0.7371601208459214,0.13897280966767372,0,4,0,0,1,10080.0,9.03517647759062,0.0,1.0,-0.433883739117558,-0.9009688679024191,0.3333333333333333,1.1064842355740632,506.0,100.0,1,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2,2,5.0,134.0,20.0,0.0,145.0,1.0,0,15.0,0,1,0,0,11,0,0,0,0,0,0,4,0.22056666666666666,0.4623,0.3171333333333333,0.0,0,0,0,0,0,0,0,0,0,0,0.0,7.325807502595773,11,0.0,2
394,303,4169,4454,3,7,5,0.12109163009163008,0.04472695772695773,0.8341814121814122,0.23390051290401367,0.3113245949686559,0.45477489212733047,7,4,0,0,0,10080.0,24.81399916671627,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,12.5,0.49375371802498513,521.125,100.0,1,81,86.0,1.0,4.0,0.49,0.0,0.0,0.0,0.0,86.0,86.0,1,0,1,0,1,2,2,5.0,134.0,20.0,0.0,145.0,1.0,0,15.0,0,1,0,0,11,0,0,0,0,0,0,4,0.12088930060213061,0.04377026401111626,0.8353404353867532,4318.0,1,0,0,1,0,0,0,0,0,0,86.0,8.335671314792847,11,0.0,2
460,284,3233,3441,4,10,5,0.12109163009163008,0.04472695772695773,0.8341814121814122,0.23390051290401367,0.3113245949686559,0.45477489212733047,18,1,0,1,0,10080.0,19.242902208201894,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,11.5,0.4402141582391434,293.90909090909093,100.0,1,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2,2,5.0,134.0,20.0,0.0,145.0,1.0,0,15.0,0,1,0,0,11,0,0,0,0,0,0,4,0.12088930060213061,0.04377026401111626,0.8353404353867532,4318.0,1,0,0,1,0,0,0,0,0,0,0.0,8.081475040137052,11,0.0,2
467,2358,7,7,1,1,1,0.36147311827956985,0.34267741935483875,0.2958494623655914,0.3679373723621511,0.4952348536419333,0.13682777399591559,0,3,0,0,1,6899.85,0.06086559572201813,0.0,1.0,0.43388373911755823,-0.900968867902419,0.5,0.008688286018375724,3.5,4.5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2,2,5.0,134.0,20.0,0.0,145.0,1.0,0,15.0,0,1,0,0,11,0,0,0,0,0,0,4,0.4939981532779317,0.39581409664512157,0.11018775007694676,3249.0,1,0,0,0,0,0,0,0,0,0,0.0,2.0794415416798357,11,0.0,0
492,42,2438,2933,7,23,5,0.14775396825396825,0.5386428571428572,0.3136031746031746,0.15029208709506106,0.33722782793414763,0.5124800849707913,8,3,0,1,0,1101.75,132.69832630289832,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,0.8,0.05416384563303994,101.58333333333333,15.0,1,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2,2,5.0,134.0,20.0,0.0,145.0,1.0,0,15.0,0,1,0,0,24,25,0,0,0,0,0,69,0.125,0.5625,0.3125,32.0,1,1,1,0,1,0,1,0,1,1,0.0,7.79934339821592,24,0.0,1
497,536,2283,2846,2,7,7,0.2005151515151515,0.4202727272727273,0.37921212121212117,0.07453726863431716,0.6053026513256629,0.32016008004002,14,1,0,1,0,10080.0,13.588476876376406,-0.4999999999999998,-0.8660254037844388,0.7818314824680298,0.6234898018587336,9.5,0.0297441998810232,285.375,35.5,1,156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2,2,5.0,134.0,20.0,0.0,145.0,1.0,0,15.0,0,1,0,0,11,0,0,0,0,0,0,4,0.22056666666666666,0.4623,0.3171333333333333,0.0,1,0,0,0,0,0,0,0,0,0,0.0,7.7336835707759,11,0.0,0
