top_alert_title,alert_title_tp_rate,alert_title_bp_rate,alert_title_fp_rate
35,0.13785416666666667,0.4139375,0.4482083333333333
36,0.07352222222222222,0.8207666666666668,0.1057111111111111
37,0.014910077519379845,0.9703395348837209,0.014750387596899223
39,0.9845656765676568,0.009154455445544555,0.00627986798679868
40,0.07455038759689922,0.15402325581395349,0.7714263565891474
41,0.2005151515151515,0.4202727272727273,0.37921212121212117
42,0.13356944444444444,0.5259583333333334,0.34047222222222223
43,0.05655555555555555,0.1441794871794872,0.7992649572649573
44,0.2005151515151515,0.4202727272727273,0.37921212121212117
45,0.008893817204301076,0.9783185483870968,0.01278763440860215
46,0.11608771929824561,0.6117368421052632,0.27217543859649124
47,0.006683838383838384,0.01400909090909091,0.9793070707070707
48,0.4626180555555555,0.3463125,0.19106944444444443
49,0.14471843434343434,0.7258446969696969,0.1294368686868687
50,0.13103091787439614,0.7815159420289854,0.08745314009661835
51,0.22897619047619047,0.4730714285714286,0.2979523809523809
52,0.4004358974358974,0.3556153846153846,0.24394871794871792
53,0.10025757575757575,0.7555909090909091,0.14415151515151514
54,0.3210560224089636,0.3161596638655462,0.36278431372549025
55,0.051294573643410855,0.874953488372093,0.07375193798449611
56,0.009507183908045978,0.019926724137931034,0.970566091954023
57,0.07115053763440861,0.8265483870967743,0.1023010752688172
58,0.2465897435897436,0.5094615384615385,0.24394871794871792
59,0.8299501915708813,0.1335977011494253,0.03645210727969348
60,0.7916099290780142,0.14091489361702128,0.06747517730496454
61,0.09589855072463768,0.7662173913043479,0.1378840579710145
62,0.3275708333333333,0.3077875,0.36464166666666664
63,0.15265079365079365,0.5534761904761906,0.29387301587301584
64,0.03243627450980392,0.08269117647058824,0.8848725490196079
65,0.1393768115942029,0.6792608695652175,0.1813623188405797
66,0.9102619047619048,0.05737755102040817,0.032360544217687075
67,0.2914242424242424,0.4202727272727273,0.2883030303030303
68,0.11448809523809524,0.4508214285714286,0.4346904761904762
70,0.18380555555555556,0.46858333333333335,0.3476111111111111
71,0.11682407407407408,0.6839722222222222,0.1992037037037037
72,0.010604166666666666,0.9741490384615384,0.01524679487179487
73,0.06301904761904761,0.8463714285714286,0.0906095238095238
74,0.6400708333333334,0.2077875,0.15214166666666668
75,0.033933333333333336,0.917276923076923,0.048789743589743584
76,0.09589855072463768,0.6792608695652175,0.22484057971014493
77,0.23119398907103825,0.40674590163934427,0.3620601092896175
78,0.10503174603174603,0.743952380952381,0.151015873015873
79,0.32535416666666667,0.4764375,0.19820833333333332
80,0.28411333333333333,0.45246000000000003,0.26342666666666664
82,0.18380555555555556,0.5519166666666667,0.2642777777777778
83,0.13785416666666667,0.6014375000000001,0.2607083333333333
86,0.9216453333333334,0.044984,0.03337066666666667
87,0.4803777777777778,0.30820000000000003,0.2114222222222222
88,0.07455038759689922,0.8516976744186046,0.07375193798449611
89,0.2914242424242424,0.4202727272727273,0.2883030303030303
90,0.12253703703703704,0.7012777777777779,0.17618518518518517
91,0.10025757575757575,0.7101363636363637,0.18960606060606058
92,0.1393768115942029,0.4183913043478261,0.442231884057971
93,0.07605747126436782,0.8145862068965518,0.10935632183908045
94,0.18380555555555556,0.38525000000000004,0.4309444444444444
95,0.18380555555555556,0.46858333333333335,0.3476111111111111
96,0.16871929824561405,0.24331578947368424,0.5879649122807017
97,0.0728560606060606,0.8323409090909091,0.09480303030303029
98,0.2521423611111111,0.5898229166666666,0.15803472222222223
99,0.16966666666666666,0.5863846153846154,0.24394871794871792
100,0.055141666666666665,0.865575,0.07928333333333333
101,0.8722240437158469,0.07578688524590164,0.051989071038251365
102,0.12744444444444444,0.624939393939394,0.24761616161616162
103,0.13785416666666667,0.5389375000000001,0.3232083333333333
105,0.2473921568627451,0.3895882352941177,0.36301960784313725
106,0.18380555555555556,0.5519166666666667,0.2642777777777778
109,0.06571354166666667,0.072234375,0.8620520833333334
110,0.8409319727891156,0.0943469387755102,0.06472108843537415
111,0.23014166666666663,0.690575,0.07928333333333333
112,0.20035416666666667,0.2889375,0.5107083333333333
113,0.11028333333333333,0.7311500000000001,0.15856666666666666
114,0.21028333333333332,0.6311500000000001,0.15856666666666666
115,0.8471699346405228,0.09064705882352941,0.06218300653594771
116,0.08483333333333333,0.7931923076923078,0.12197435897435896
117,0.44326190476190475,0.33021428571428574,0.22652380952380952
118,0.236042735042735,0.11853846153846155,0.6454188034188034
119,0.31028333333333336,0.43115000000000003,0.25856666666666667
120,0.15754761904761905,0.5445,0.2979523809523809
121,0.7834907407407408,0.12841666666666668,0.08809259259259258
122,0.1457121212121212,0.7101363636363637,0.14415151515151514
124,0.16966666666666666,0.3556153846153846,0.4747179487179487
125,0.16966666666666666,0.5863846153846154,0.24394871794871792
126,0.3314278606965174,0.6212388059701492,0.04733333333333333
127,0.07352222222222222,0.7874333333333333,0.13904444444444444
128,0.14704444444444445,0.6415333333333334,0.2114222222222222
129,0.11028333333333333,0.7311500000000001,0.15856666666666666
130,0.2005151515151515,0.5111818181818182,0.2883030303030303
131,0.11608771929824561,0.5064736842105264,0.3774385964912281
133,0.059612612612612616,0.8546756756756757,0.0857117117117117
134,0.3835694444444444,0.44262500000000005,0.17380555555555555
135,0.055141666666666665,0.865575,0.07928333333333333
136,0.26713888888888887,0.46858333333333335,0.2642777777777778
137,0.06892708333333333,0.83196875,0.09910416666666666
138,0.16966666666666666,0.5863846153846154,0.24394871794871792
139,0.07605747126436782,0.15941379310344828,0.7645287356321839
140,0.6457121212121212,0.21013636363636365,0.14415151515151514
142,0.06487254901960784,0.8418529411764706,0.09327450980392156
143,0.4004358974358974,0.3556153846153846,0.24394871794871792
144,0.2602833333333333,0.53115,0.20856666666666665
145,0.16871929824561405,0.2959473684210526,0.5353333333333333
146,0.2005151515151515,0.4202727272727273,0.37921212121212117
147,0.3062156862745098,0.3895882352941177,0.30419607843137253
148,0.07877380952380952,0.8079642857142858,0.11326190476190476
149,0.4803777777777778,0.30820000000000003,0.2114222222222222
150,0.04501360544217687,0.8902653061224489,0.06472108843537415
151,0.10017708333333333,0.80071875,0.09910416666666666
152,0.2914242424242424,0.4202727272727273,0.2883030303030303
153,0.27539826839826836,0.28081818181818186,0.44378354978354984
154,0.14704444444444445,0.6415333333333334,0.2114222222222222
155,0.18380555555555556,0.5519166666666667,0.2642777777777778
157,0.03802873563218391,0.9072931034482759,0.054678160919540225
159,0.06892708333333333,0.83196875,0.09910416666666666
160,0.040845679012345676,0.8448703703703703,0.11428395061728394
161,0.17809259259259258,0.4235,0.3984074074074074
162,0.11028333333333333,0.28115,0.6085666666666667
164,0.07115053763440861,0.8265483870967743,0.1023010752688172
165,0.24880180180180178,0.12494594594594595,0.6262522522522522
166,0.13785416666666667,0.6639375000000001,0.19820833333333332
168,0.5085694444444444,0.27595833333333336,0.2154722222222222
169,0.18380555555555556,0.5519166666666667,0.2642777777777778
170,0.26713888888888887,0.38525000000000004,0.3476111111111111
172,0.27352222222222217,0.4874333333333334,0.23904444444444445
173,0.2005151515151515,0.5111818181818182,0.2883030303030303
174,0.2005151515151515,0.5111818181818182,0.2883030303030303
176,0.13785416666666667,0.6639375000000001,0.19820833333333332
177,0.15754761904761905,0.4730714285714286,0.36938095238095237
179,0.3004047619047619,0.33021428571428574,0.36938095238095237
181,0.12253703703703704,0.7012777777777779,0.17618518518518517
182,0.31560256410256404,0.1778076923076923,0.5065897435897436
184,0.16966666666666666,0.5863846153846154,0.24394871794871792
185,0.3957753623188406,0.33963043478260874,0.26459420289855073
187,0.18380555555555556,0.5519166666666667,0.2642777777777778
189,0.18285507246376811,0.201,0.6161449275362318
190,0.23364814814814816,0.4235,0.34285185185185185
191,0.1297450980392157,0.6837058823529413,0.18654901960784312
193,0.16966666666666666,0.43253846153846154,0.3977948717948718
194,0.6372469135802469,0.24529629629629632,0.11745679012345678
196,0.15576543209876542,0.3934444444444445,0.4507901234567901
197,0.16966666666666666,0.5094615384615385,0.32087179487179485
198,0.11608771929824561,0.7170000000000001,0.16691228070175437
199,0.18380555555555556,0.5519166666666667,0.2642777777777778
200,0.06892708333333333,0.83196875,0.09910416666666666
201,0.14704444444444445,0.6415333333333334,0.2114222222222222
202,0.26285416666666667,0.5389375000000001,0.19820833333333332
203,0.26713888888888887,0.46858333333333335,0.2642777777777778
204,0.11608771929824561,0.7170000000000001,0.16691228070175437
205,0.23364814814814816,0.4790555555555556,0.28729629629629627
206,0.4002023809523809,0.4151071428571429,0.18469047619047618
207,0.3431269841269841,0.3153809523809524,0.34149206349206346
208,0.14704444444444445,0.5748666666666667,0.2780888888888889
209,0.11608771929824561,0.6643684210526316,0.2195438596491228
210,0.16871929824561405,0.6117368421052632,0.2195438596491228
211,0.2914242424242424,0.4202727272727273,0.2883030303030303
212,0.5336031746031745,0.22014285714285714,0.24625396825396825
214,0.18380555555555556,0.38525000000000004,0.4309444444444444
215,0.09190277777777778,0.7759583333333334,0.1321388888888889
216,0.08169135802469135,0.8008518518518519,0.11745679012345678
217,0.2758288288288288,0.5573783783783784,0.1667927927927928
218,0.14704444444444445,0.6415333333333334,0.2114222222222222
219,0.2914242424242424,0.4202727272727273,0.2883030303030303
220,0.059612612612612616,0.8546756756756757,0.0857117117117117
221,0.7773047619047618,0.13208571428571428,0.0906095238095238
222,0.06683838383838384,0.7764545454545455,0.1567070707070707
223,0.24788888888888888,0.4582380952380953,0.29387301587301584
224,0.07352222222222222,0.8207666666666668,0.1057111111111111
225,0.1297450980392157,0.6837058823529413,0.18654901960784312
226,0.7401888888888889,0.15410000000000001,0.1057111111111111
228,0.07877380952380952,0.8079642857142858,0.11326190476190476
229,0.10025757575757575,0.21013636363636365,0.6896060606060606
230,0.18380555555555556,0.5519166666666667,0.2642777777777778
231,0.08822666666666666,0.7849200000000001,0.12685333333333332
232,0.2005151515151515,0.5111818181818182,0.2883030303030303
234,0.12253703703703704,0.7012777777777779,0.17618518518518517
235,0.21690277777777778,0.44262500000000005,0.34047222222222223
236,0.14704444444444445,0.30820000000000003,0.5447555555555555
238,0.06892708333333333,0.83196875,0.09910416666666666
241,0.40024637681159414,0.3314347826086957,0.2683188405797101
242,0.2465897435897436,0.5094615384615385,0.24394871794871792
243,0.16028333333333333,0.38115,0.4585666666666667
244,0.45035416666666667,0.2889375,0.2607083333333333
245,0.15754761904761905,0.33021428571428574,0.5122380952380953
246,0.052515873015873016,0.8719761904761905,0.0755079365079365
247,0.2465897435897436,0.5094615384615385,0.24394871794871792
250,0.5128541666666666,0.2889375,0.19820833333333332
251,0.15020238095238095,0.4151071428571429,0.4346904761904762
254,0.3004047619047619,0.4730714285714286,0.22652380952380952
255,0.1406936936936937,0.7735945945945947,0.0857117117117117
257,0.18380555555555556,0.5519166666666667,0.2642777777777778
258,0.15754761904761905,0.6159285714285715,0.22652380952380952
259,0.08169135802469135,0.6156666666666667,0.30264197530864195
260,0.17809259259259258,0.3123888888888889,0.5095185185185185
261,0.3792456140350877,0.2959473684210526,0.32480701754385966
262,0.14704444444444445,0.5082,0.34475555555555554
263,0.14704444444444445,0.5748666666666667,0.2780888888888889
264,0.18380555555555556,0.5519166666666667,0.2642777777777778
265,0.26713888888888887,0.46858333333333335,0.2642777777777778
266,0.07115053763440861,0.8265483870967743,0.1023010752688172
267,0.05012878787878788,0.8550681818181818,0.09480303030303029
268,0.5306811594202898,0.28795652173913044,0.1813623188405797
269,0.13785416666666667,0.6639375000000001,0.19820833333333332
270,0.3004047619047619,0.4730714285714286,0.22652380952380952
271,0.6288412698412698,0.22014285714285714,0.151015873015873
272,0.36147311827956985,0.24590322580645163,0.39262365591397846
274,0.10025757575757575,0.7555909090909091,0.14415151515151514
275,0.20035416666666667,0.4139375,0.3857083333333333
276,0.10503174603174603,0.743952380952381,0.151015873015873
278,0.36147311827956985,0.34267741935483875,0.2958494623655914
279,0.2005151515151515,0.4202727272727273,0.37921212121212117
280,0.15754761904761905,0.40164285714285713,0.4408095238095238
282,0.05923474178403756,0.7693380281690141,0.17142723004694835
283,0.20035416666666667,0.4764375,0.3232083333333333
285,0.2005151515151515,0.5111818181818182,0.2883030303030303
287,0.08822666666666666,0.7849200000000001,0.12685333333333332
288,0.2005151515151515,0.5111818181818182,0.2883030303030303
289,0.029806306306306308,0.9273378378378379,0.04285585585585585
290,0.11028333333333333,0.7311500000000001,0.15856666666666666
291,0.10025757575757575,0.7101363636363637,0.18960606060606058
292,0.12253703703703704,0.7012777777777779,0.17618518518518517
293,0.2914242424242424,0.4202727272727273,0.2883030303030303
294,0.4002023809523809,0.3793928571428572,0.2204047619047619
296,0.14704444444444445,0.6415333333333334,0.2114222222222222
297,0.06126851851851852,0.8506388888888889,0.08809259259259258
298,0.5064270833333333,0.26946875000000003,0.22410416666666666
299,0.15754761904761905,0.4730714285714286,0.36938095238095237
300,0.23364814814814816,0.5346111111111111,0.23174074074074072
301,0.11608771929824561,0.2959473684210526,0.5879649122807017
303,0.07877380952380952,0.8079642857142858,0.11326190476190476
304,0.44326190476190475,0.33021428571428574,0.22652380952380952
306,0.2005151515151515,0.4202727272727273,0.37921212121212117
307,0.20026984126984126,0.22014285714285714,0.5795873015873015
308,0.18380555555555556,0.5519166666666667,0.2642777777777778
309,0.20035416666666667,0.4139375,0.3857083333333333
310,0.2005151515151515,0.4202727272727273,0.37921212121212117
311,0.09190277777777778,0.7759583333333334,0.1321388888888889
312,0.2803777777777778,0.44153333333333333,0.2780888888888889
313,0.11028333333333333,0.4811500000000001,0.40856666666666663
314,0.26713888888888887,0.46858333333333335,0.2642777777777778
315,0.12253703703703704,0.7012777777777779,0.17618518518518517
316,0.1297450980392157,0.5072352941176471,0.36301960784313725
317,0.07605747126436782,0.8145862068965518,0.10935632183908045
318,0.11028333333333333,0.53115,0.35856666666666664
319,0.12253703703703704,0.7012777777777779,0.17618518518518517
320,0.07352222222222222,0.8207666666666668,0.1057111111111111
321,0.14704444444444445,0.6415333333333334,0.2114222222222222
322,0.4082266666666666,0.30492,0.28685333333333335
323,0.2005151515151515,0.4202727272727273,0.37921212121212117
324,0.2465897435897436,0.43253846153846154,0.32087179487179485
325,0.16966666666666666,0.5863846153846154,0.24394871794871792
326,0.20035416666666667,0.5389375000000001,0.2607083333333333
328,0.2005151515151515,0.5111818181818182,0.2883030303030303
329,0.4137111111111111,0.30820000000000003,0.2780888888888889
330,0.4003148148148148,0.3123888888888889,0.28729629629629627
332,0.44326190476190475,0.33021428571428574,0.22652380952380952
334,0.3004047619047619,0.33021428571428574,0.36938095238095237
336,0.2005151515151515,0.5111818181818182,0.2883030303030303
337,0.2005151515151515,0.5111818181818182,0.2883030303030303
339,0.2005151515151515,0.5111818181818182,0.2883030303030303
340,0.4803777777777778,0.30820000000000003,0.2114222222222222
341,0.11608771929824561,0.7170000000000001,0.16691228070175437
342,0.2005151515151515,0.5111818181818182,0.2883030303030303
343,0.18380555555555556,0.5519166666666667,0.2642777777777778
344,0.1393768115942029,0.6357826086956522,0.22484057971014493
345,0.1297450980392157,0.5072352941176471,0.36301960784313725
346,0.5669814814814814,0.25683333333333336,0.17618518518518517
347,0.26713888888888887,0.46858333333333335,0.2642777777777778
348,0.10503174603174603,0.743952380952381,0.151015873015873
349,0.18380555555555556,0.5519166666666667,0.2642777777777778
350,0.18380555555555556,0.38525000000000004,0.4309444444444444
351,0.18380555555555556,0.5519166666666667,0.2642777777777778
352,0.14704444444444445,0.44153333333333333,0.4114222222222222
353,0.16966666666666666,0.5863846153846154,0.24394871794871792
355,0.26713888888888887,0.46858333333333335,0.2642777777777778
356,0.15754761904761905,0.5445,0.2979523809523809
357,0.08483333333333333,0.1778076923076923,0.7373589743589744
358,0.1297450980392157,0.6837058823529413,0.18654901960784312
359,0.16966666666666666,0.5863846153846154,0.24394871794871792
360,0.16966666666666666,0.5094615384615385,0.32087179487179485
361,0.13785416666666667,0.6014375000000001,0.2607083333333333
362,0.35047222222222224,0.38525000000000004,0.2642777777777778
363,0.14704444444444445,0.6415333333333334,0.2114222222222222
364,0.18380555555555556,0.46858333333333335,0.3476111111111111
365,0.14704444444444445,0.5748666666666667,0.2780888888888889
368,0.4004358974358974,0.3556153846153846,0.24394871794871792
369,0.4252361111111111,0.44262500000000005,0.1321388888888889
370,0.7216309523809523,0.16510714285714287,0.11326190476190476
371,0.2803777777777778,0.44153333333333333,0.2780888888888889
372,0.09190277777777778,0.6509583333333334,0.25713888888888886
373,0.35676811594202895,0.37491304347826093,0.2683188405797101
374,0.15754761904761905,0.33021428571428574,0.5122380952380953
375,0.6457121212121212,0.21013636363636365,0.14415151515151514
377,0.13785416666666667,0.6014375000000001,0.2607083333333333
378,0.18380555555555556,0.5519166666666667,0.2642777777777778
380,0.26285416666666667,0.5389375000000001,0.19820833333333332
382,0.18380555555555556,0.46858333333333335,0.3476111111111111
383,0.4437246376811594,0.28795652173913044,0.2683188405797101
384,0.4803777777777778,0.30820000000000003,0.2114222222222222
388,0.2005151515151515,0.5111818181818182,0.2883030303030303
389,0.4137111111111111,0.30820000000000003,0.2780888888888889
390,0.2005151515151515,0.5111818181818182,0.2883030303030303
395,0.2005151515151515,0.5111818181818182,0.2883030303030303
397,0.22897619047619047,0.5445,0.22652380952380952
398,0.11608771929824561,0.24331578947368424,0.6405964912280702
399,0.11608771929824561,0.7170000000000001,0.16691228070175437
401,0.5128541666666666,0.2889375,0.19820833333333332
402,0.07605747126436782,0.6421724137931035,0.28177011494252874
405,0.10025757575757575,0.7555909090909091,0.14415151515151514
406,0.18380555555555556,0.5519166666666667,0.2642777777777778
407,0.18380555555555556,0.46858333333333335,0.3476111111111111
410,0.1297450980392157,0.6837058823529413,0.18654901960784312
414,0.2005151515151515,0.5111818181818182,0.2883030303030303
415,0.1232948717948718,0.1778076923076923,0.6988974358974359
416,0.7773047619047618,0.13208571428571428,0.0906095238095238
418,0.42386274509803923,0.27194117647058824,0.30419607843137253
419,0.2005151515151515,0.5111818181818182,0.2883030303030303
421,0.18380555555555556,0.38525000000000004,0.4309444444444444
422,0.4003148148148148,0.36794444444444446,0.23174074074074072
423,0.2005151515151515,0.4202727272727273,0.37921212121212117
425,0.16966666666666666,0.43253846153846154,0.3977948717948718
428,0.4872028985507246,0.24447826086956523,0.2683188405797101
429,0.14704444444444445,0.5082,0.34475555555555554
430,0.2005151515151515,0.5111818181818182,0.2883030303030303
433,0.2137111111111111,0.30820000000000003,0.4780888888888889
435,0.18380555555555556,0.5519166666666667,0.2642777777777778
436,0.37183333333333335,0.40164285714285713,0.22652380952380952
437,0.2005151515151515,0.5111818181818182,0.2883030303030303
438,0.18380555555555556,0.38525000000000004,0.4309444444444444
439,0.18380555555555556,0.38525000000000004,0.4309444444444444
440,0.15265079365079365,0.26776190476190476,0.5795873015873015
441,0.2005151515151515,0.5111818181818182,0.2883030303030303
442,0.10025757575757575,0.7555909090909091,0.14415151515151514
443,0.34475925925925927,0.36794444444444446,0.28729629629629627
444,0.11028333333333333,0.6311500000000001,0.25856666666666667
445,0.18380555555555556,0.38525000000000004,0.4309444444444444
447,0.4004358974358974,0.3556153846153846,0.24394871794871792
448,0.18380555555555556,0.5519166666666667,0.2642777777777778
450,0.09190277777777778,0.7759583333333334,0.1321388888888889
452,0.43836507936507935,0.3153809523809524,0.24625396825396825
453,0.44326190476190475,0.33021428571428574,0.22652380952380952
455,0.2914242424242424,0.4202727272727273,0.2883030303030303
458,0.2005151515151515,0.5111818181818182,0.2883030303030303
459,0.2005151515151515,0.5111818181818182,0.2883030303030303
460,0.16028333333333333,0.53115,0.30856666666666666
461,0.2820757575757576,0.30104545454545456,0.41687878787878785
462,0.20026984126984126,0.6487142857142858,0.151015873015873
463,0.2005151515151515,0.4202727272727273,0.37921212121212117
465,0.35047222222222224,0.38525000000000004,0.2642777777777778
466,0.05655555555555555,0.8621282051282051,0.08131623931623931
468,0.5669814814814814,0.25683333333333336,0.17618518518518517
472,0.13356944444444444,0.19262500000000002,0.6738055555555555
473,0.15754761904761905,0.6159285714285715,0.22652380952380952
474,0.2005151515151515,0.5111818181818182,0.2883030303030303
475,0.13785416666666667,0.6639375000000001,0.19820833333333332
476,0.35047222222222224,0.38525000000000004,0.2642777777777778
477,0.5932988505747127,0.29734482758620695,0.10935632183908045
479,0.16966666666666666,0.5863846153846154,0.24394871794871792
480,0.14704444444444445,0.6415333333333334,0.2114222222222222
481,0.15754761904761905,0.5445,0.2979523809523809
483,0.4803777777777778,0.30820000000000003,0.2114222222222222
484,0.14704444444444445,0.6415333333333334,0.2114222222222222
485,0.40024637681159414,0.3314347826086957,0.2683188405797101
486,0.4004358974358974,0.3556153846153846,0.24394871794871792
487,0.10025757575757575,0.7555909090909091,0.14415151515151514
488,0.2602833333333333,0.33115,0.40856666666666663
489,0.5897719298245614,0.24331578947368424,0.16691228070175437
490,0.3004047619047619,0.33021428571428574,0.36938095238095237
491,0.31028333333333336,0.43115000000000003,0.25856666666666667
492,0.18380555555555556,0.5519166666666667,0.2642777777777778
505,0.13566666666666666,0.633,0.23133333333333334
506,0.15754761904761905,0.33021428571428574,0.5122380952380953
508,0.09190277777777778,0.7759583333333334,0.1321388888888889
509,0.12253703703703704,0.7012777777777779,0.17618518518518517
510,0.08014166666666667,0.8155749999999999,0.10428333333333333
511,0.4004358974358974,0.3556153846153846,0.24394871794871792
512,0.2005151515151515,0.4202727272727273,0.37921212121212117
514,0.6102833333333333,0.23115000000000002,0.15856666666666666
516,0.11608771929824561,0.7170000000000001,0.16691228070175437
517,0.2005151515151515,0.4202727272727273,0.37921212121212117
519,0.13785416666666667,0.6639375000000001,0.19820833333333332
520,0.16966666666666666,0.5863846153846154,0.24394871794871792
521,0.16966666666666666,0.5863846153846154,0.24394871794871792
522,0.18856862745098038,0.44841176470588234,0.36301960784313725
525,0.26713888888888887,0.46858333333333335,0.2642777777777778
526,0.2005151515151515,0.5111818181818182,0.2883030303030303
527,0.22897619047619047,0.4730714285714286,0.2979523809523809
529,0.16966666666666666,0.5863846153846154,0.24394871794871792
530,0.1297450980392157,0.6837058823529413,0.18654901960784312
531,0.15754761904761905,0.33021428571428574,0.5122380952380953
532,0.14704444444444445,0.6415333333333334,0.2114222222222222
533,0.3282266666666666,0.46492000000000006,0.20685333333333333
535,0.15754761904761905,0.33021428571428574,0.5122380952380953
536,0.2005151515151515,0.5111818181818182,0.2883030303030303
538,0.2005151515151515,0.4202727272727273,0.37921212121212117
539,0.20035416666666667,0.6014375000000001,0.19820833333333332
540,0.2914242424242424,0.4202727272727273,0.2883030303030303
542,0.10503174603174603,0.743952380952381,0.151015873015873
543,0.13785416666666667,0.6639375000000001,0.19820833333333332
544,0.2005151515151515,0.4202727272727273,0.37921212121212117
545,0.14704444444444445,0.6415333333333334,0.2114222222222222
546,0.18380555555555556,0.5519166666666667,0.2642777777777778
549,0.18380555555555556,0.5519166666666667,0.2642777777777778
550,0.2005151515151515,0.5111818181818182,0.2883030303030303
552,0.2005151515151515,0.5111818181818182,0.2883030303030303
553,0.2005151515151515,0.5111818181818182,0.2883030303030303
555,0.09589855072463768,0.7662173913043479,0.1378840579710145
556,0.2005151515151515,0.5111818181818182,0.2883030303030303
557,0.2914242424242424,0.4202727272727273,0.2883030303030303
558,0.26713888888888887,0.46858333333333335,0.2642777777777778
559,0.3004047619047619,0.33021428571428574,0.36938095238095237
560,0.18380555555555556,0.5519166666666667,0.2642777777777778
561,0.18380555555555556,0.38525000000000004,0.4309444444444444
563,0.16966666666666666,0.43253846153846154,0.3977948717948718
564,0.11608771929824561,0.7170000000000001,0.16691228070175437
565,0.15754761904761905,0.33021428571428574,0.5122380952380953
566,0.16966666666666666,0.5863846153846154,0.24394871794871792
567,0.2914242424242424,0.4202727272727273,0.2883030303030303
569,0.18380555555555556,0.5519166666666667,0.2642777777777778
570,0.14704444444444445,0.30820000000000003,0.5447555555555555
572,0.35047222222222224,0.38525000000000004,0.2642777777777778
573,0.18380555555555556,0.5519166666666667,0.2642777777777778
574,0.15754761904761905,0.33021428571428574,0.5122380952380953
575,0.15754761904761905,0.5445,0.2979523809523809
576,0.18380555555555556,0.46858333333333335,0.3476111111111111
577,0.2914242424242424,0.4202727272727273,0.2883030303030303
578,0.14704444444444445,0.6415333333333334,0.2114222222222222
584,0.2005151515151515,0.5111818181818182,0.2883030303030303
585,0.13785416666666667,0.6639375000000001,0.19820833333333332
587,0.2005151515151515,0.4202727272727273,0.37921212121212117
588,0.12253703703703704,0.7012777777777779,0.17618518518518517
590,0.16966666666666666,0.5863846153846154,0.24394871794871792
591,0.18380555555555556,0.5519166666666667,0.2642777777777778
592,0.16966666666666666,0.5863846153846154,0.24394871794871792
594,0.10025757575757575,0.7555909090909091,0.14415151515151514
596,0.13785416666666667,0.6639375000000001,0.19820833333333332
597,0.2914242424242424,0.4202727272727273,0.2883030303030303
598,0.2005151515151515,0.4202727272727273,0.37921212121212117
599,0.12253703703703704,0.25683333333333336,0.6206296296296296
600,0.2005151515151515,0.5111818181818182,0.2883030303030303
604,0.16966666666666666,0.5863846153846154,0.24394871794871792
605,0.2005151515151515,0.5111818181818182,0.2883030303030303
607,0.2892037037037037,0.25683333333333336,0.45396296296296296
608,0.2005151515151515,0.4202727272727273,0.37921212121212117
609,0.18380555555555556,0.38525000000000004,0.4309444444444444
612,0.13785416666666667,0.6639375000000001,0.19820833333333332
614,0.35047222222222224,0.38525000000000004,0.2642777777777778
616,0.16966666666666666,0.5863846153846154,0.24394871794871792
617,0.2473921568627451,0.5660588235294118,0.18654901960784312
618,0.14704444444444445,0.30820000000000003,0.5447555555555555
620,0.1297450980392157,0.27194117647058824,0.598313725490196
622,0.07877380952380952,0.8079642857142858,0.11326190476190476
623,0.46028333333333327,0.28115,0.25856666666666667
625,0.14704444444444445,0.6415333333333334,0.2114222222222222
